,id,topic
225,225,adenoviru
226,226,dyspnea
227,227,emphyema
228,228,emphysema
229,229,clinicaltri
230,230,airlin
231,231,airplan
232,232,mammal
233,233,antivirus
234,234,earth
235,235,viremia
236,236,phage
237,237,hia
238,238,hiatit
239,239,titer
240,240,hcp
241,241,"""coupsdetat"""
242,242,snv
243,243,snowsnowstorm
244,244,h5n1influenza
245,245,cricket
246,246,wastematerialsanddispos
247,247,merscov
248,248,vigil
249,249,salmonella
250,250,alpha-tubulin
251,251,hamster
252,252,syria
253,253,avianinfluenza
254,254,basketbal
255,255,tatprotein
256,256,cellularsystem
257,257,acuterespiratoryinfect
258,258,southkorea
259,259,airwayinflamm
260,260,generalizedanxietydisord
261,261,psychologyandpsychologist
262,262,travelandvac
263,263,ppe
264,264,airwayinflammatorydiseas
265,265,reunionisland(spain)
266,266,cytokin
267,267,spanishinfluenza
268,268,pain
269,269,cn
270,270,katnal1
271,271,h1n1influenzaviru
272,272,phagocytochemistri
273,273,tcell
274,274,hormon
275,275,t-maze
276,276,immigrationandemigr
277,277,covid19
278,278,viralparticl
279,279,pertussi
280,280,infant
281,281,emict
282,282,techindustri
283,283,cattl
284,284,quantitativeeas
285,285,camel
286,286,calvingseason
287,287,bridgesandtunnel
288,288,australia
289,289,fassa
290,290,writingandwrit
291,291,diamondprincesscruiselin
292,292,blue
293,293,sirna
294,294,transitsystem
295,295,indonesia
296,296,hercul
297,297,si
298,298,sportsinjuri
299,299,tissu
300,300,cdifficl
301,301,ksa
302,302,tamiflu
303,303,unitedstatespoliticsandgovern
304,304,politicsandgovern
305,305,cellulartelemetri
306,306,cd40l
307,307,bcell
308,308,immunedeficiencysyndrom
309,309,acquiredimmunedeficiencysyndrom
310,310,categoricalvari
311,311,covid-19
312,312,america
313,313,rv
314,314,antibacterialag
315,315,connecticut
316,316,recreunionisland
317,317,african-american
318,318,chikviru
319,319,rad5
320,320,green
321,321,fashionandapparel
322,322,immuneimmunoglobulin
323,323,mutationsandmut
324,324,poxviru
325,325,htnv
326,326,hbv
327,327,ntcp
328,328,nasalmucosa
329,329,mapk
330,330,ifitm3
331,331,gender
332,332,genderdysphoria
333,333,autism
334,334,geneticengin
335,335,olympicgam
336,336,ski
337,337,vaccin
338,338,socialdistancing(institutional)
339,339,smokingandtobacco
340,340,hawaii
341,341,childhoodpneumoniarateforhighincomecountriesvslowandmiddleincomecountri
342,342,immuneimmun
343,343,camcam1protein
344,344,nyvac
345,345,nyc
346,346,hpaih5n1
347,347,rice
348,348,tuberculosi
349,349,antibacteri
350,350,swineflu(spanishinfluenza)
351,351,antibacterialimmun
352,352,cellulartelephon
353,353,upr
354,354,cladesaandb
355,355,ruraltractinfect
356,356,listeria
357,357,vironoid
358,358,glycerid
359,359,n-protein
360,360,middleeastrespiratorysyndrom
361,361,middleeastandnorthafricaunrest(2010-)
362,362,franc
363,363,receptor
364,364,dc-signr
365,365,ifitm5
366,366,asthma
367,367,criminalsent
368,368,us
369,369,dna(deoxyribonucleicacid)
370,370,organicacid
371,371,echoviru
372,372,h5n1
373,373,agricultur
374,374,h1n1influenza
375,375,c-cmotifchemokineligand3like1
376,376,swineflu
377,377,t-cellcount
378,378,tatandrevprotein
379,379,aav
380,380,emergencyresponseandprepared
381,381,acutehemorrhagicencephalomyel
382,382,viral
383,383,diagnosticsandassistedliv
384,384,searchengin
385,385,telephonesandtelecommun
386,386,t-cell
387,387,nucleosid
388,388,dendriticcel
389,389,nucleosidepolymeras
390,390,regressiontre
391,391,metabol
392,392,necropsi
393,393,rip3
394,394,rvp
395,395,votingandvot
396,396,ruralarea
397,397,ffilamentousphag
398,398,microarray
399,399,rad5-ha
400,400,chikungunyaviru
401,401,vaccinesandimmun
402,402,vectorsandvector
403,403,surveysandmethod
404,404,mers-covviru
405,405,lysin
406,406,isotop
407,407,mrsa
408,408,ad5
409,409,stringdatabas
410,410,nucleicacid
411,411,airwaycel
412,412,kenya
413,413,faa
414,414,smoke
415,415,illegalimmunedeficiencysyndrom
416,416,librari
417,417,chronicenceph
418,418,venezuela
419,419,red
420,420,fishandothermarinelif
421,421,environ
422,422,cytotox
423,423,incomeinequ
424,424,spanishinfluenzaviru
425,425,mda-mb-231
426,426,fattyacid
427,427,traffic
428,428,roadsandtraff
429,429,humancoronaviru
430,430,echovirus
431,431,nigeria
432,432,regulationandderegulationofindustri
433,433,covid
434,434,aegypti
435,435,comoro
436,436,seychel
437,437,iron
438,438,antioxid
439,439,chicken
440,440,physic
441,441,hazmat
442,442,vultur
443,443,h1n1viru
444,444,egr1
445,445,egr2
446,446,mening
447,447,california
448,448,californiacodeofregul
449,449,famili
450,450,src
451,451,email
452,452,oseltamivir
453,453,qfever
454,454,mbl
455,455,mannanosebindinglectin
456,456,h1n1(swineinfluenza)
457,457,influenzaa
458,458,unitedst
459,459,jurkatt-cellnucleolu
460,460,viralrna
461,461,diamondprincesscruis
462,462,temperatur
463,463,orf1ab
464,464,ventil
465,465,vermont
466,466,hcov
467,467,diseasesandemerg
468,468,bacteialdeliveryvector
469,469,sars-cov-2reservoir
470,470,waterpollut
471,471,coinfect
472,472,arenaviru
473,473,iockdown
474,474,apathogenesi
475,475,rtube
476,476,pneumococcu
477,477,anxietyanddepress
478,478,bovinecoronaviru
479,479,alzheim
480,480,"""parkinsonsdisease"""
481,481,ns5a
482,482,phosphoryl
483,483,losangeles(calif)
484,484,lassafev
485,485,cholera
486,486,toxinsubunita1
487,487,lactobacililuscas
488,488,middleeastrespiratorysyndromecoronaviru
489,489,malariaviru
490,490,hydroxychloroquin
491,491,switzerland
492,492,felineinfectiousperiton
493,493,fip
494,494,bal
495,495,neutrophil
496,496,h1n1v
497,497,ccr5
498,498,dc
499,499,juveniledelinqu
500,500,accidentsandsafeti
501,501,rotaviru
502,502,endangeredspeci
503,503,wuhan(china)
504,504,ribozym
505,505,hantaviruscardiopulmonarysyndrom
506,506,anfi
507,507,fifa
508,508,dc-genr
509,509,washroomsanddisinfect
510,510,aircondit
511,511,v-atpas
512,512,tenni
513,513,bioconjug
514,514,viralandrickettsialdiseaselaboratory(nyc)
515,515,viralsandrick
516,516,containmentphas
517,517,enteroviru
518,518,mers-covtransmiss
519,519,baciliussubtili
520,520,mothertochildtransmissionofhiv-1
521,521,fever
522,522,stress
523,523,colorado
524,524,usstat
525,525,sca
526,526,collegeathlet
527,527,transcript
528,528,rnapolymeras
529,529,icu
530,530,ifitm
531,531,ndv
532,532,radiolog
533,533,self-adulteri
534,534,inflamm
535,535,phagepeptid
536,536,eventscal
537,537,alphaviru
538,538,virusvector
539,539,arenavirida
540,540,humanrespiratorysyncytialviru
541,541,interleukin-1beta
542,542,antibacterialinfect
543,543,airwayepithelium
544,544,ro
545,545,pamp-prr
546,546,cq(drug)
547,547,nasopharyngealaspir
548,548,socialnetworking(internet)
549,549,nuclearreceptors(nuclear)
550,550,nkcell
551,551,horserac
552,552,golgi
553,553,methan
554,554,obes
555,555,budgetsandbudget
556,556,icehockey
557,557,winter
558,558,betacoronaviru
559,559,handhygien
560,560,cough
561,561,epidemicsandimmunolog
562,562,rhinoviru
563,563,airwaymicrobiolog
564,564,surgeryandsurgeon
565,565,heart
566,566,dementia
567,567,microb
568,568,whoglobalinfluenzasurveillanceandresponsesystem
569,569,antibacterialimmunolog
570,570,takadateet
571,571,copd
572,572,copenhagen
573,573,five
574,574,sars-covviru
575,575,bangladesh
576,576,flight
577,577,sciencefict
578,578,rescuesystems(ros)
579,579,immunochemistryandhered
580,580,mers-co
581,581,islam
582,582,saudiarabia
583,583,alimohamedzaki
584,584,ros(ros)
585,585,europ
586,586,europeanunion
587,587,laborandjob
588,588,budget
589,589,middleeastandnorthafricaunrest(2010-
590,590,macrophag
591,591,hubei
592,592,transpar
593,593,vaccinesimmunosuppress
594,594,newworldhantavirussnv
595,595,lion
596,596,haemophilusinfluenza
597,597,phleboviru
598,598,lightning(light)
599,599,careersandprofess
600,600,stock
601,601,bond
602,602,financ
603,603,parainfluenza
604,604,sarbecoviru
605,605,eukaryot
606,606,fluluent
607,607,bathroomsandmotel
608,608,bankingandfin
609,609,stemcel
610,610,elderli
611,611,endocrinolog
612,612,viralbiolog
613,613,cytoplasm
614,614,nanomateri
615,615,inositol
616,616,lymphocyt
617,617,tlymphocyt
618,618,kegg(kyotoencyclopediaofgenesandgenomes)
619,619,katnb1
620,620,bisha(southafrica)
621,621,minesandmin
622,622,microbiologyandbiochemistri
623,623,laivimmun
624,624,rnai
625,625,nursinghom
626,626,ge
627,627,birthcontrolandfamilyplan
628,628,forecastingandforecast
629,629,hepatocellularcarcinoma
630,630,neurofuzzi
631,631,extentanddynamicevolutionoflung
632,632,dromedarycamel
633,633,currenc
634,634,nasalspray
635,635,oxidativestress
636,636,dcp1
637,637,dcp2
638,638,three
639,639,arabianpeninsula
640,640,nf-κb
641,641,epigeneticsandhered
642,642,coloncanc
643,643,alpha-interferon
644,644,ribavirin
645,645,pneumococcalpore-formingtoxin
646,646,sequenc
647,647,dynein-mediatedtransport
648,648,unitedn
649,649,koreanwar(1950-)
650,650,vaccinesimmunizationandimmun
651,651,hormagglutinin
652,652,spanishpyrene
653,653,breedingandgarden
654,654,poultri
655,655,handwashingandhandwash
656,656,hazardousandtoxicsubst
657,657,pipelineinfluenza
658,658,hemispher
659,659,serum
660,660,polymerasechainreact
661,661,2-bromopalmiticacid(2bp)
662,662,grossdomesticproduct
663,663,soccer
664,664,288
665,665,hemagglutination-inhibition(hi)assay
666,666,displacedpeopl
667,667,internallydisplacedpeopl
668,668,housingandrealest
669,669,wash
670,670,cell
671,671,antigen
672,672,nine
673,673,companyreport
674,674,102
675,675,zikaviru
676,676,fe(c)
677,677,hepatitiscviru
678,678,habitatdisturb
679,679,climatechang
680,680,globalwarm
681,681,peromyscusmaniculatu
682,682,gdp
683,683,censu
684,684,newyorkc
685,685,marmoset
686,686,biodefens
687,687,typhoidfev
688,688,bird
689,689,nucleoplasm
690,690,nucleu
691,691,wuhancitychina
692,692,age
693,693,parenchym
694,694,men
695,695,women
696,696,p<.001
697,697,personalprotectiveequip
698,698,hadv-55viremia
699,699,arthropod
700,700,basebal
701,701,hcovsnl63
702,702,hku1
703,703,nl43
704,704,patternrecognitionreceptors(prrs)
705,705,worldhealthorgan
706,706,westchestercounty(ny)
707,707,kidney
708,708,nociceptivenerveend
709,709,joint
710,710,sleep
711,711,e-30
712,712,paleontolog
713,713,nasalcav
714,714,vocationaltrain
715,715,memori
716,716,realtimertl
717,717,calfsepticemia
718,718,t
719,719,flu
720,720,shipsandship
721,721,pbd
722,722,deliveri
723,723,deliveryservic
724,724,a(h7n9)
725,725,pleuraledema
726,726,swarmintellig
727,727,lymphoblast
728,728,toxinsaandb
729,729,symptom
730,730,pesticid
731,731,immunoglobulin(ig)
732,732,hcmv
733,733,kshv
734,734,biolog
735,735,fisherfish
736,736,rrt-pcr
737,737,hps(hantaviirus)
738,738,tnfα
739,739,athleticsandsport
740,740,mauritiu
741,741,madagascar
742,742,india
743,743,genetherapi
744,744,aid
745,745,hantaanviru
746,746,ceacam1-4landceacam2-3l
747,747,blood
748,748,polypeptid
749,749,hous
750,750,katnal2
751,751,nurs
752,752,atp1a1
753,753,phb
754,754,influenzaviru
755,755,transport
756,756,ip-10
757,757,franceinstituteforpublichealthsurveil
758,758,humanrightsandhumanrightsviol
759,759,four
760,760,hepatocyt
761,761,economi
762,762,duck
763,763,humanpapillomaviru
764,764,h1n1virus
765,765,dipeptidylpeptidase4(dpp4)
766,766,dna(deoxi
767,767,btcov/rh/yn2012
768,768,foodcontaminationandpoison
769,769,food
770,770,biofuel
771,771,réseausentinel
772,772,β3integrin
773,773,indianoceanisland
774,774,serumigg
775,775,mucosalsiga
776,776,bia
777,777,recallsandban
778,778,chronicrespiratorydiseas
779,779,hepatitisandhormon
780,780,tc83
781,781,liver
782,782,h275i
783,783,ccl3l1
784,784,earthquak
785,785,encephalopathi
786,786,hemorrhagicnecrosi
787,787,caspas
788,788,apoptosi
789,789,bronchiti
790,790,motherhood
791,791,transplant
792,792,malnutrit
793,793,citifmonte.com/ghana
794,794,membraneprotein
795,795,ebc
796,796,rtube™
797,797,lymphoma
798,798,galt
799,799,polymeras
800,800,polym
801,801,cultur
802,802,jev
803,803,yf
804,804,davcultur
805,805,fe
806,806,ccamel
807,807,spiratorytract
808,808,inflammatoryrespons
809,809,enceph
810,810,maternalenceph
811,811,sorethroat
812,812,phagecoatprotein
813,813,fringegroup
814,814,discreterenew
815,815,recordsandachiev
816,816,cytopathogeniceffect
817,817,chikungunyafev
818,818,niaid
819,819,nationalinstituteofallergyandinfect
820,820,syncytialviru
821,821,hbvpres1
822,822,airwaydiseas
823,823,inflammatoryandtoxicsubst
824,824,ill
825,825,cireoi
826,826,ilc2
827,827,ryu(ryu)
828,828,arthriti
829,829,vacciniaviru
830,830,vancomycin
831,831,transmiss
832,832,mers-covnucleocapsid
833,833,movi
834,834,worldwari(1939-45)
835,835,socialconditionsandtrend
836,836,schools(k-12)
837,837,univers
838,838,influenzaa(h2n2)
839,839,alcoholicbeverag
840,840,airwayepithelialcel
841,841,mergersacquisitionsanddivestitur
842,842,riyadh
843,843,athleticsandbiochemistri
844,844,fpa
845,845,golg(game)
846,846,golf
847,847,nhr
848,848,germani
849,849,rescuepolymerasechainreaction(rpcr)
850,850,cc50
851,851,centralnervoussystem
852,852,celltrackergreencmfdady
853,853,endoplasmicreticulum-golgiintermediatecomplex(ergic)
854,854,g
855,855,realest
856,856,x-raycrystallographi
857,857,hcov‐hku1
858,858,evd
859,859,replic
860,860,chicago(ill)
861,861,airtravel
862,862,investigationandinvestig
863,863,zoonoticdiseas
864,864,mother-to-childtransmiss
865,865,superoxidedismutas
866,866,malaysia
867,867,middleeastandafricaunrest(2010-)
868,868,n95mask
869,869,pyrene
870,870,pig
871,871,corticosteroid
872,872,usdollar(currency)
873,873,californiadepartmentofpublichealth
874,874,seven
875,875,h1n1(09)pdm
876,876,signalingmolecul
877,877,prome
878,878,zanamivir(drug)
879,879,transcriptionpolymerasechainreact
880,880,mannose-bindinglectin(mbl)
881,881,h3n2lin-lineag
882,882,coronavirusoc43
883,883,shoppingandretail
884,884,huananseafoodwholesalemarket
885,885,bronchiol
886,886,ili
887,887,hcov-oc43
888,888,hcovs-229
889,889,poll
890,890,neat1
891,891,chronicobstructivepulmonarydiseas
892,892,ecoli
893,893,lacticacidbacteria
894,894,restaur
895,895,tumornecrosisfactor-α
896,896,endothelialcel
897,897,neurobiologyandbiochemistri
898,898,phosphatas
899,899,lassaviru
900,900,lasv
901,901,pacer
902,902,plasmaviralrna
903,903,endocytosi
904,904,endosom
905,905,hemagglutinin(ha)
906,906,neuraminidase(na)
907,907,aquacultur
908,908,immuneimmunolog
909,909,rat
910,910,aandb
911,911,inﬂuenza
912,912,fipv
913,913,lavag
914,914,virusrna
915,915,hemagglutinin(ha)glycosyl
916,916,steroid
917,917,haemophilusinfluenzaetypeb
918,918,streptococcuspneumonia
919,919,v
920,920,globalinitiativeonsharingallinfluenzadata(gisaid)
921,921,reservoir-people(rp)
922,922,rhodophycea
923,923,fda
924,924,lareunionislands(india)
925,925,sinnombreviru
926,926,artificialintellig
927,927,mersorf1ab
928,928,pulmonaryedema
929,929,chlorine(pharmaceuticals)
930,930,two
931,931,phagepviii
932,932,chestradiographi
933,933,microvascularendothelium
934,934,elisa
935,935,cdph
936,936,lopinavir/ritonavir
937,937,interferonbeta1b
938,938,inter
939,939,travel
940,940,tourism
941,941,doping(sports)
942,942,structuresandstructur
943,943,unitednationsframeworkconventiononclimatechang
944,944,199
945,945,suitsandlitig
946,946,lipinskijohn
947,947,lipinskymik
948,948,inflammatorybowelsyndrom
949,949,algorithm
950,950,wuhan
951,951,denaturationstep
952,952,boataccid
953,953,brt
954,954,regulationandderegul
955,955,breath
956,956,transmembran
957,957,water
958,958,sporad
959,959,hubei(china)
960,960,lassaandlujovirus
961,961,humanmetapneumoviru
962,962,singl
963,963,mycobacteri
964,964,proteinkinase-1
965,965,merscoronaviru
966,966,influenzaaviru
967,967,pandemic(h1n1)
968,968,communistpartyofchina
969,969,hantavirusesintheamericasandtheirroleasemergingpathogen
970,970,etiologyofinfluenza-likeil
971,971,sentinelnetworkpractitionersin
972,972,chikungunya
973,973,japanencephalitisviru
974,974,antihantaviraleffect
975,975,h5n1influenzaa
976,976,pyridin
977,977,cysteineproteaseinhibitor
978,978,virusescausinggastroenteritis:theknown
979,979,thenewandthosebeyond
980,980,metapneumoviru
981,981,c.difficile630δermspo0a
982,982,ghana
983,983,neonatalsepticemia
984,984,lncrna
985,985,c-reactiveprotein
986,986,procalcitonin
987,987,viralrespiratorytractinfect
988,988,taiwan
989,989,jefferyktaubenberg
990,990,davidmmor
991,991,mers-covinfect
992,992,riyadhregionallaboratori
993,993,neutralizationinterferingantibodi
994,994,humoralimmunedysfunct
995,995,hiv-1tat
996,996,nucleolu
997,997,ilorinnigeria
998,998,tumor
999,999,piglet
1000,1000,acuterespiratorytractinfect
1001,1001,cypru
1002,1002,gastroenter
1003,1003,uruguay
1004,1004,antigen-specificbcellrespons
1005,1005,fkbp11
1006,1006,alphacoronaviru
1007,1007,livestockdrugsanddiseas
1008,1008,breedingfailureinendangeredbeardedvult
1009,1009,choriomening
1010,1010,rotavirusa
1011,1011,brazil
1012,1012,antivir
1013,1013,gemcitabineandnucleos(t)idesynthesisinhibitor
1014,1014,virusesandevolut
1015,1015,pandemicinfluenza
1016,1016,pph1n1/2009viru
1017,1017,plosmedicin
1018,1018,shenzhen(china)
1019,1019,commonmarmoset
1020,1020,acutehemorrhagicenceph
1021,1021,iceland
1022,1022,venezuelanequineencephalitisviru
1023,1023,epidemicresponseactiv
1024,1024,asepticmening
1025,1025,rnaitherapeuticplatformsforlungdiseas
1026,1026,cabgsurgicalsiteinfectionrisk
1027,1027,patchoulialcohol
1028,1028,influenzaa(h2n2)viru
1029,1029,scienc
1030,1030,vitrobactericidalactivityof4-chloro-2-hydroxi
1031,1031,sigmodonhispidu
1032,1032,hepatitisbviru
1033,1033,mucosalvaccin
1034,1034,lactobacilluscasei-displayedcta
1035,1035,vietnam
1036,1036,escherichiacoli
1037,1037,h1n1vepidem
1038,1038,population-basedpertussisincidenceandriskfactorsininfantslessthan6
1039,1039,nanoporesequenc
1040,1040,epidemicsandimmun
1041,1041,arenavirushemorrhagicfev
1042,1042,nationalcancerinstitut
1043,1043,vitroantiviralactivityofcirculartriplehelixformingoligon
1044,1044,evolutionarydynamicsofthelionpantheraleo
1045,1045,hostandviralpopulationgen
1046,1046,h5n1avianinfluenza
1047,1047,wangara
1048,1048,westafrica
1049,1049,kongo(southafrica)
1050,1050,textil
1051,1051,zulu-american
1052,1052,guncontrol
1053,1053,togo
1054,1054,umaruimam
1055,1055,zarayacob
1056,1056,waldaheywat
1057,1057,dahomean
1058,1058,humansacrific
1059,1059,comorianisland
1060,1060,marriag
1061,1061,al-mustafaabdal-qadiribnal-mustafa
1062,1062,aksum
1063,1063,ezana
1064,1064,kingofaksumezana
1065,1065,swazi
1066,1066,boer
1067,1067,kashnāwīmuhammadal-
1068,1068,mathemat
1069,1069,europeansovereigndebtcrisis(2010-)
1070,1070,saharanempir
1071,1071,saharanst
1072,1072,ottomanempir
1073,1073,kong(china)
1074,1074,greatbritain
1075,1075,asantewar(1839-45)
1076,1076,england
1077,1077,warcrimesgenocideandcrimesagainsthuman
1078,1078,songhai(china)
1079,1079,morocco
1080,1080,kush
1081,1081,architectur
1082,1082,zimbabw
1083,1083,rozvikingdom
1084,1084,kongkong
1085,1085,sekuumarwatara
1086,1086,goldcoast(australia)
1087,1087,marin
1088,1088,art
1089,1089,christian
1090,1090,nubia
1091,1091,dahlakislands(turkey)
1092,1092,languag
1093,1093,djenn
1094,1094,greatmosqueofdjenn
1095,1095,militari
1096,1096,abbagorgoryo
1097,1097,ethiopia
1098,1098,khoe-san
1099,1099,lamu(oman)
1100,1100,salt
1101,1101,kawar(india)
1102,1102,lalibela(india)
1103,1103,pilgrimag
1104,1104,jenne(england)
1105,1105,jenneempire(romanempire)
1106,1106,dahlakisland
1107,1107,bornu(nigeria)
1108,1108,construct
1109,1109,hausa
1110,1110,egypt
1111,1111,kerma
1112,1112,puntegypt
1113,1113,trans-saharanafrica
1114,1114,slaveri
1115,1115,oyoempir
1116,1116,netherland
1117,1117,songhaiempir
1118,1118,bandiagara(india)
1119,1119,umaruumaru
1120,1120,hegelhegel
1121,1121,centralafricanrepubl
1122,1122,oboui
1123,1123,sakalava(india)
1124,1124,citi
1125,1125,mero
1126,1126,meroekingdomofkush
1127,1127,romanempir
1128,1128,mbunzambunza
1129,1129,umaral-fakiahmadumar
1130,1130,igboukwu
1131,1131,algeria
1132,1132,"""tassilinajjer"""
1133,1133,samoritur
1134,1134,turesamori
1135,1135,vaiscript
1136,1136,vailanguag
1137,1137,ibrahimdabo
1138,1138,oman
1139,1139,zanzibar
1140,1140,darfur
1141,1141,hausaland(westafrica)
1142,1142,textileindustri
1143,1143,swahililanguag
1144,1144,religionandbelief
1145,1145,tarikhal-fattash
1146,1146,bornu
1147,1147,swahili
1148,1148,kahendakahenda
1149,1149,khauxana
1150,1150,gao(china)
1151,1151,musamansa
1152,1152,mansamusa
1153,1153,bayajida
1154,1154,kano(japan)
1155,1155,rumfarumfa
1156,1156,henryviii
1157,1157,ewostatewo
1158,1158,armenia
1159,1159,gondar(egypt)
1160,1160,geledikingdom(romanempire)
1161,1161,benin
1162,1162,loango
1163,1163,loangokingdom
1164,1164,tradeandworldmarket
1165,1165,mutapa
1166,1166,saharanisland
1167,1167,gondar(spain)
1168,1168,historicbuildingsandsit
1169,1169,archaeolog
1170,1170,butua
1171,1171,jimma
1172,1172,buganda(southafrica)
1173,1173,turkey
1174,1174,funj
1175,1175,hammukasa
1176,1176,ivori
1177,1177,maiomba
1178,1178,isi
1179,1179,isil
1180,1180,islamicst
1181,1181,mapungubwe(southafrica)
1182,1182,mombasa
1183,1183,historicpreserv
1184,1184,ovimbundu(nigeria)
1185,1185,trademarksandtrad
1186,1186,sudan
1187,1187,eritrea
1188,1188,puntsudan
1189,1189,neolith
1190,1190,hatata(book)
1191,1191,kongokingdomofkongo(china)
1192,1192,dibonenjo
1193,1193,meinhofcarl
1194,1194,acemogluacemoglu
1195,1195,robinsonrobinson
1196,1196,kilwachronicl
1197,1197,abomey(ny)
1198,1198,ghazawātbarnū
1199,1199,afghanistan
1200,1200,shirazi
1201,1201,angola
1202,1202,kahenda
1203,1203,internationaltrad
1204,1204,roapejourn
1205,1205,oyo
1206,1206,kongo
1207,1207,kingofkongokongo
1208,1208,acemogluandrobinson
1209,1209,austingareth
1210,1210,manufactur
1211,1211,dorugu
1212,1212,languageandlanguag
1213,1213,goa
1214,1214,ajuranempir
1215,1215,turealmamy(imam)
1216,1216,beatrizkimpavita
1217,1217,asantekingdom
1218,1218,islamicempir
1219,1219,bellomuhammad
1220,1220,sokotocaliph
1221,1221,eastafrica
1222,1222,harar(india)
1223,1223,nassau(netherlands)
1224,1224,lamuislands(china)
1225,1225,shiitemuslim
1226,1226,ngazidja
1227,1227,hornofafrica
1228,1228,singovenda
1229,1229,rozvi
1230,1230,geledi
1231,1231,rahanwiin
